Title,Type,Episodes,Status,Start airing,End airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,Movie,1,Finished Airing,4/21/2007,null,null,null,null,null,Shaft,Light novel,"{adventure,drama,fantasy}",28,R,7.79,14857,31003,21
Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),TV,373,Finished Airing,6/16/1996,12/19/2004,Summer,0,"{asatsu dk,fuji tv}",null,Studio Gallop,Manga,"{slice of life,comedy,police}",25,PG-13,7.79,1949,6715,81
Love Live! Sunshine!! 2nd Season,TV,13,Finished Airing,10/7/2017,12/30/2017,Fall,6,"{bandai visual,lantis,ascii media works,bushiroad}",{funimation},Sunrise,Original,"{music,school,slice of life}",23,PG-13,7.79,16656,43417,748
Macross Plus,OVA,4,Finished Airing,8/25/1994,6/25/1995,null,null,{studio nue},null,Triangle Staff,Original,"{drama,mecha,military,romance,sci-fi,space}",39,R,7.79,14665,27872,294
Macross Plus Movie Edition,Movie,1,Finished Airing,10/7/1995,null,null,null,{studio nue},{manga entertainment},Triangle Staff,Original,"{action,adventure,mecha,military,romance,sci-fi,space}",115,PG-13,7.79,5301,9952,48
Maria-sama ga Miteru: Haru,TV,13,Finished Airing,7/4/2004,9/26/2004,Summer,null,null,{nozomi entertainment},Studio Deen,Light novel,"{drama,romance,school,shoujo,shoujo ai}",24,PG-13,7.79,8776,17377,63
Mitsudomoe Zouryouchuu!,TV,8,Finished Airing,1/9/2011,2/27/2011,Winter,null,"{lantis,cospa,studio mausu}",null,Bridge,-,"{slice of life,comedy,school}",24,PG-13,7.79,18517,31214,73
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,TV,10,Finished Airing,1/12/2013,3/16/2013,Winter,6,"{kadokawa shoten,nippon columbia,flying dog,project no name}",{sentai filmworks},Diomedea,Light novel,"{action,comedy,fantasy,supernatural}",23,PG-13,7.79,167244,305534,3208
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,Special,1,Finished Airing,8/22/2015,null,null,null,{fuji tv},{funimation},Toei Animation,Manga,"{action,adventure,comedy,super power,drama,fantasy,shounen}",106,PG-13,7.79,10240,17900,14
Seikai no Monshou,TV,13,Finished Airing,1/3/1999,3/28/1999,Winter,null,"{bandai visual,wowow,bestack}","{funimation,bandai entertainment}",Sunrise,Light novel,"{action,military,sci-fi,space,romance}",26,PG-13,7.79,13025,31884,362
Taiyou no Kiba Dagram,TV,75,Finished Airing,10/23/1981,3/25/1983,Fall,null,null,null,Sunrise,-,"{mecha,military,drama,sci-fi,shounen}",23,PG-13,7.79,542,2587,37
Toaru Majutsu no Index II,TV,24,Finished Airing,10/8/2010,4/1/2011,Fall,null,"{geneon universal entertainment,square enix,at-x,ascii media works,delfi sound}",{funimation},J.C.Staff,Light novel,"{action,sci-fi,super power,magic}",23,R,7.79,128878,234098,1430
Tsuritama,TV,12,Finished Airing,4/13/2012,6/29/2012,Spring,5,"{aniplex,dentsu,fuji tv,tsuritama partners,sakura create}",{sentai filmworks},A-1 Pictures,Original,"{comedy,sci-fi,slice of life,sports}",23,PG-13,7.79,41879,108419,1979
Udon no Kuni no Kiniro Kemari,TV,12,Finished Airing,10/9/2016,12/25/2016,Fall,0,"{vap,nippon television network,nippon television music,nishinippon broadcasting,dai nippon printing,shinchosha}",null,LIDENFILMS,Manga,"{slice of life,fantasy,seinen}",22,PG-13,7.79,24671,61597,305
Working!!,TV,13,Finished Airing,4/4/2010,6/27/2010,Spring,null,"{aniplex,rakuonsha}","{nis america, inc.}",A-1 Pictures,4-koma manga,"{slice of life,comedy,romance}",24,PG-13,7.79,125540,248633,1940
Yuru Camp△ Specials,Special,3,Currently Airing,3/28/2018,7/25/2018,null,null,null,null,C-Station,Manga,"{slice of life,comedy}",5,PG-13,7.79,1034,11867,16
AKB0048: Next Stage,TV,13,Finished Airing,1/6/2013,3/31/2013,Winter,null,{starchild records},{sentai filmworks},Satelight,Original,"{music,sci-fi}",23,PG-13,7.78,14005,26108,302
Bishoujo Senshi Sailor Moon R: The Movie,Movie,1,Finished Airing,12/5/1993,null,null,null,null,{viz media},Toei Animation,Manga,"{drama,magic,romance,shoujo}",61,PG-13,7.78,23136,39500,190
Break Blade 6: Doukoku no Toride,Movie,1,Finished Airing,3/26/2011,null,null,null,null,{sentai filmworks},"Production I.G,Xebec",Manga,"{action,mecha,military,shounen}",52,R,7.78,27205,43725,27
Change!! Getter Robo: Sekai Saigo no Hi,OVA,13,Finished Airing,8/25/1998,5/25/1999,null,null,"{bandai visual,marubeni,dynamic planning}",{discotek media},Brain's Base,-,"{action,psychological,adventure,mecha,sci-fi,horror,shounen}",25,R,7.78,2994,7266,179
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,Movie,1,Finished Airing,4/21/2001,null,null,null,"{tv asahi,asatsu dk}",null,Shin-Ei Animation,Manga,"{sci-fi,comedy,seinen}",89,G,7.78,1909,3639,19
Daa! Daa! Daa!,TV,78,Finished Airing,3/28/2000,2/26/2002,Spring,2,null,null,J.C.Staff,Manga,"{comedy,sci-fi,shoujo}",25,G,7.78,6551,15115,213
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,TV,11,Finished Airing,7/14/2016,9/22/2016,Summer,4,null,{funimation},Lerche,Game,"{action,mystery,horror,psychological,school}",23,R,7.78,58727,119125,1906
Dragon Ball Super,TV,131,Finished Airing,7/5/2015,3/25/2018,Summer,0,"{yomiko advertising,fuji tv}",{funimation},Toei Animation,Manga,"{action,adventure,comedy,fantasy,martial arts,shounen,super power}",23,PG-13,7.78,95807,242036,4188
Flip Flappers,TV,13,Finished Airing,10/6/2016,12/29/2016,Fall,4,"{sotsu,lantis,at-x,gaga,happinet pictures,bs fuji,tokyo mx,hakuhodo dy music & pictures,medicos entertainment,infinite,ray}",{sentai filmworks},Studio 3Hz,Original,"{sci-fi,adventure,comedy,magic}",23,PG-13,7.78,38800,103603,1344
Hakkenden: Touhou Hakken Ibun 2nd Season,TV,13,Finished Airing,7/7/2013,9/29/2013,Summer,null,"{bandai visual,frontier works,lantis,movic,dax production,sony pcl}",{sentai filmworks},Studio Deen,Manga,"{action,demons,supernatural,fantasy,shoujo}",24,PG-13,7.78,19683,41051,171
Hello! Lady Lynn,TV,36,Finished Airing,5/12/1988,1/26/1989,Spring,null,null,null,Toei Animation,Manga,{drama},20,G,7.78,996,2211,25
K: Return of Kings,TV,13,Finished Airing,10/3/2015,12/26/2015,Fall,6,"{starchild records,mainichi broadcasting system,studio tulip,glovision}",{viz media},GoHands,Original,"{action,super power,supernatural}",24,PG-13,7.78,75603,166838,928
Kindaichi Shounen no Jikenbo Returns 2nd Season,TV,22,Finished Airing,10/3/2015,3/26/2016,Fall,6,{yomiuri telecasting},null,Toei Animation,Manga,"{mystery,shounen}",24,R,7.78,2163,5439,28
Ojamajo Doremi Na-i-sho,OVA,13,Finished Airing,6/26/2004,12/11/2004,null,null,null,null,Toei Animation,-,"{comedy,fantasy,magic,shoujo}",25,G,7.78,2114,4899,47
Overlord Movie 2: Shikkoku no Eiyuu,Movie,1,Finished Airing,3/11/2017,null,null,null,null,null,Madhouse,Light novel,"{action,game,supernatural,magic,fantasy}",93,R,7.79,5175,24639,69
Sentou Mecha Xabungle,TV,50,Finished Airing,2/6/1982,1/29/1983,Winter,6,{sotsu},null,Sunrise,Original,"{military,sci-fi,mecha,shounen}",24,PG-13,7.78,528,2233,22
Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,OVA,4,Finished Airing,5/26/2009,9/25/2009,null,null,"{production i.g,nihon ad systems}",null,M.S.C,-,"{comedy,sports,school,shounen}",24,PG-13,7.78,5052,10877,34
Another,TV,12,Finished Airing,1/10/2012,3/27/2012,Winter,null,"{lantis,kadokawa shoten,toho,klockworx,bandai namco live creative,ntt docomo}",{sentai filmworks},P.A. Works,Novel,"{mystery,horror,supernatural,thriller,school}",24,R,7.77,463082,757905,11320
Baka to Test to Shoukanjuu,TV,13,Finished Airing,1/7/2010,4/1/2010,Winter,4,"{lantis,media factory,cospa,t.o entertainment}",{funimation},Silver Link.,Light novel,"{comedy,romance,school,super power}",24,PG-13,7.77,217096,383768,4919
Bounen no Xamdou,ONA,26,Finished Airing,7/15/2008,2/4/2009,null,null,"{aniplex,half h.p studio}",{sentai filmworks},Bones,Original,"{action,military,sci-fi}",24,PG-13,7.77,43166,94492,916
Detective Conan Movie 09: Promo Special,Special,1,Finished Airing,null,null,null,null,null,null,TMS Entertainment,-,"{adventure,police,comedy,mystery,shounen}",23,PG-13,7.77,2140,5488,3
Eikoku Koi Monogatari Emma,TV,12,Finished Airing,4/3/2005,6/19/2005,Spring,null,"{pony canyon,tbs,toshiba entertainment,fuji creative}",{nozomi entertainment},Studio Pierrot,Manga,"{slice of life,historical,drama,romance,seinen}",25,G,7.77,10184,30630,219
Fruits Basket,TV,26,Finished Airing,7/5/2001,12/27/2001,Summer,4,"{tv tokyo,nihon ad systems,king records}",{funimation},Studio Deen,Manga,"{slice of life,comedy,drama,romance,fantasy,shoujo}",24,PG-13,7.77,166937,290319,7538
Gabriel DropOut Specials,Special,2,Finished Airing,3/24/2017,5/24/2017,null,null,null,null,Doga Kobo,Manga,"{comedy,demons,supernatural,school,shounen}",15,PG-13,7.77,12985,24824,39
Gakuen Alice,TV,26,Finished Airing,10/30/2004,5/14/2005,Fall,null,"{aniplex,sogo vision}",{nozomi entertainment},Group TAC,Manga,"{comedy,school,shoujo,super power}",25,G,7.77,33032,62497,1396
Ichigo Mashimaro Encore,OVA,2,Finished Airing,1/23/2009,3/25/2009,null,null,null,{sentai filmworks},Daume,4-koma manga,"{comedy,slice of life}",27,PG-13,7.77,7971,14295,14
Kanojo to Kanojo no Neko: Everything Flows,TV,4,Finished Airing,3/4/2016,3/25/2016,Winter,5,"{lantis,comix wave films}",null,LIDENFILMS,Original,"{slice of life,psychological,romance}",7,G,7.77,28738,59558,332
Koyomimonogatari,ONA,12,Finished Airing,1/10/2016,3/27/2016,null,null,"{aniplex,kodansha}",{aniplex of america},Shaft,Light novel,"{mystery,comedy,supernatural}",14,R,7.77,43529,91001,195
Minami-ke,TV,13,Finished Airing,10/8/2007,12/31/2007,Fall,1,"{starchild records,magic capsule,eye move,sunny side up}",null,Daume,Manga,"{slice of life,comedy,school}",24,PG-13,7.77,54732,123635,1090
Mobile Suit Gundam: Char's Counterattack,Movie,1,Finished Airing,3/12/1988,null,null,null,"{sotsu,nozomi entertainment,atelier musa}",{bandai entertainment},"Sunrise,Studio Hibari",Novel,"{military,sci-fi,space,drama,mecha}",119,PG-13,7.77,13795,23835,186
Nanatsu no Taizai OVA,OVA,2,Finished Airing,6/17/2015,8/12/2015,null,null,{aniplex},null,A-1 Pictures,Manga,"{action,adventure,supernatural,magic,fantasy,shounen}",24,PG-13,7.77,33459,63937,94
Poyopoyo Kansatsu Nikki,TV,52,Finished Airing,1/8/2012,12/30/2012,Winter,0,"{dax production,dream creation,möbius tone}",null,Studio Deen,4-koma manga,"{slice of life,comedy,seinen}",3,PG,7.77,6414,15803,127
Servant x Service,TV,13,Finished Airing,7/5/2013,9/27/2013,Summer,null,"{aniplex,half h.p studio,asahi broadcasting}",{aniplex of america},A-1 Pictures,4-koma manga,"{comedy,slice of life}",23,PG-13,7.77,52012,111479,464
Super Lovers OVA,OVA,2,Finished Airing,1/1/2017,9/1/2017,null,null,{kadokawa shoten},{funimation},Studio Deen,Manga,"{slice of life,comedy,drama,romance,shounen ai}",23,PG-13,7.77,2737,12781,44
Tenkuu no Escaflowne,TV,26,Finished Airing,4/2/1996,9/24/1996,Spring,2,"{tv tokyo,bandai visual}","{funimation,bandai entertainment}",Sunrise,Original,"{adventure,psychological,romance,fantasy,mecha,shoujo}",24,PG-13,7.77,46308,98680,1811
Yume-iro Pâtissière SP Professional,TV,13,Finished Airing,10/3/2010,12/26/2010,Fall,null,{shueisha},null,Studio Pierrot,Manga,"{slice of life,shoujo}",24,G,7.77,14067,24592,148
Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,Movie,1,Finished Airing,12/4/1994,null,null,null,null,{viz media},"Toei Animation,Production Reed",Manga,"{adventure,fantasy,magic,comedy,romance,drama,shoujo}",61,PG-13,7.76,19228,34006,101
Blood+,TV,50,Finished Airing,10/8/2005,9/23/2006,Fall,6,"{aniplex,mainichi broadcasting system}",{sony pictures entertainment},Production I.G,Original,"{action,military,mystery,horror,supernatural,drama,vampire}",24,R,7.76,107584,249595,4056
Chrno Crusade,TV,24,Finished Airing,11/25/2003,6/10/2004,Fall,2,"{lantis,kadokawa shoten,fuji tv}","{adv films,funimation}",Gonzo,Manga,"{action,historical,demons,supernatural,romance}",23,R,7.76,78435,164393,1909
Demi-chan wa Kataritai,TV,12,Finished Airing,1/8/2017,3/26/2017,Winter,0,"{aniplex,kodansha,kanetsu co., ltd.}",{funimation},A-1 Pictures,Manga,"{comedy,vampire,fantasy,school,seinen}",23,PG-13,7.76,92055,176691,797
Densetsu no Yuusha no Densetsu,TV,24,Finished Airing,7/2/2010,12/17/2010,Summer,null,"{lantis,media factory,kadokawa contents gate,fujimi shobo}",{funimation},Zexcs,Light novel,"{action,adventure,magic,fantasy,shounen}",24,R,7.76,84931,175883,1676
Detective Conan: Conan vs. Kid - Shark & Jewel,Movie,1,Finished Airing,7/29/2005,null,null,null,null,null,-,-,"{adventure,comedy,kids,mystery,police,shounen}",16,PG,7.76,1063,4010,2
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,1,Finished Airing,3/5/2011,null,null,null,"{tv asahi,asatsu dk}",null,Shin-Ei Animation,-,"{adventure,comedy,fantasy,kids,shounen}",108,PG,7.76,1100,1997,4
Free!: FrFr - Short Movie,Special,7,Finished Airing,9/11/2013,1/8/2014,null,null,"{lantis,animation do}",{funimation},Kyoto Animation,Light novel,"{comedy,sports}",2,PG-13,7.76,20496,43763,107
Full Metal Panic!,TV,24,Finished Airing,1/8/2002,6/18/2002,Winter,2,{kadokawa shoten},"{adv films,funimation}",Gonzo,Light novel,"{action,military,sci-fi,comedy,mecha}",24,R,7.76,165559,312341,3879
Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,OVA,1,Finished Airing,7/25/2014,null,null,null,null,{sentai filmworks},Actas,Original,"{military,sports,school}",38,PG-13,7.76,13270,23160,32
"Ima, Soko ni Iru Boku",TV,13,Finished Airing,10/14/1999,1/20/2000,Fall,4,{pioneer ldc},{central park media},AIC,Original,"{adventure,drama,fantasy,military,sci-fi}",25,R,7.76,24730,74524,764
Jigoku Shoujo Mitsuganae,TV,26,Finished Airing,10/4/2008,4/4/2009,Fall,6,"{aniplex,tokyo mx}",{sentai filmworks},Studio Deen,Original,"{mystery,psychological,supernatural}",24,R,7.76,28909,72369,293
Kidou Keisatsu Patlabor: On Television,TV,47,Finished Airing,10/11/1989,9/26/1990,Fall,null,{tohokushinsha film corporation},"{central park media,maiden japan}",Sunrise,Original,"{sci-fi,comedy,police,mecha}",25,PG-13,7.76,5484,20463,253
Kimagure Orange☆Road: Ano Hi ni Kaeritai,Movie,1,Finished Airing,10/1/1988,null,null,null,null,null,Studio Pierrot,Manga,"{comedy,drama,romance,shounen,slice of life}",69,R,7.76,2747,5261,24
"Kumo no Mukou, Yakusoku no Basho",Movie,1,Finished Airing,11/20/2004,null,null,null,null,{adv films},CoMix Wave Films,Original,"{drama,military,romance,sci-fi}",90,PG-13,7.76,62005,133258,663
Kyoukai no Kanata: Shinonome,Special,1,Finished Airing,7/2/2014,null,null,null,null,{sentai filmworks},Kyoto Animation,Light novel,"{fantasy,slice of life,supernatural}",23,PG-13,7.76,31880,59689,41
Minami-ke Tadaima,TV,13,Finished Airing,1/6/2013,3/31/2013,Winter,null,null,{funimation},feel.,Manga,"{comedy,school,slice of life}",24,PG-13,7.76,17919,38076,62
Ranma ½ Super,OVA,3,Finished Airing,9/21/1995,1/19/1996,null,null,null,{viz media},Sunrise,Manga,"{adventure,comedy,martial arts,romance,shounen,supernatural}",26,PG-13,7.76,5752,11789,18
Saint Seiya: Meiou Hades Elysion-hen,OVA,6,Finished Airing,3/7/2008,8/1/2008,null,null,null,null,Toei Animation,Manga,"{action,fantasy,shounen,super power}",25,PG-13,7.76,15096,24002,91
Shingeki no Bahamut: Genesis,TV,12,Finished Airing,10/6/2014,12/29/2014,Fall,1,"{nbcuniversal entertainment japan,cygames}",{funimation},MAPPA,Game,"{action,adventure,demons,fantasy,magic,supernatural}",24,R,7.76,107485,230300,1186
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Movie,1,Finished Airing,6/27/2015,null,null,null,"{production i.g,dentsu,mainichi broadcasting system,pony canyon,kodansha}",{funimation},Wit Studio,Manga,"{action,super power,drama,fantasy,shounen}",2,R,7.76,12893,42254,77
Shingeki no Kyojin Movie 3: Kakusei no Houkou,Movie,1,Finished Airing,1/13/2018,null,null,null,null,null,-,Manga,"{action,super power,drama,fantasy,shounen}",2,R,7.76,661,22385,51
Trapp Ikka Monogatari,TV,40,Finished Airing,1/13/1991,12/28/1991,Winter,0,{fuji tv},null,Nippon Animation,-,"{drama,historical,music,romance}",23,G,7.76,1765,3871,15
Akage no Anne,TV,50,Finished Airing,1/7/1979,12/30/1979,Winter,0,null,null,Nippon Animation,Novel,"{slice of life,historical,drama}",25,G,7.75,4015,13404,268
Angel Beats! Specials,Special,2,Finished Airing,12/22/2010,6/24/2015,null,null,"{aniplex,visual art's}",{sentai filmworks},P.A. Works,Original,"{action,comedy,supernatural,school}",27,PG-13,7.75,103430,170266,321
Aria The Animation,TV,13,Finished Airing,10/6/2005,12/29/2005,Fall,4,"{tv tokyo,shochiku,mag garden}",{nozomi entertainment},Hal Film Maker,Manga,"{fantasy,sci-fi,shounen,slice of life}",24,G,7.75,30434,95073,1480
Baka to Test to Shoukanjuu: Matsuri,OVA,2,Finished Airing,2/23/2011,3/30/2011,null,null,"{lantis,media factory,enterbrain,cospa,kadokawa contents gate,t.o entertainment,hakuhodo dy media partners}",{funimation},Silver Link.,Light novel,"{comedy,school,super power}",29,PG-13,7.75,49947,83699,95
Bishoujo Senshi Sailor Moon R,TV,43,Finished Airing,3/6/1993,3/12/1994,Spring,null,{tv asahi},"{adv films,viz media,dic entertainment}",Toei Animation,Manga,"{demons,magic,romance,shoujo}",24,PG-13,7.75,50473,87187,590
Bokurano,TV,24,Finished Airing,4/9/2007,9/25/2007,Spring,1,{sotsu music publishing},{discotek media},Gonzo,Manga,"{sci-fi,psychological,drama,mecha}",23,R,7.75,31138,99473,925
Dragon Quest: Dai no Daibouken,TV,46,Finished Airing,10/17/1991,9/24/1992,Fall,null,null,null,Toei Animation,Manga,"{adventure,comedy,demons,magic,martial arts,fantasy,shounen}",24,G,7.75,5925,11674,73
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,1,Finished Airing,5/26/2006,null,null,null,"{kadokawa shoten,happinet pictures}","{funimation,kadokawa pictures usa}",Kyoto Animation,Manga,{comedy},30,PG-13,7.75,34196,56857,100
Fushigi Yuugi,TV,52,Finished Airing,4/6/1995,3/28/1996,Spring,4,"{tv tokyo,shogakukan productions,yomiko advertising,apollon}","{media blasters,discotek media,geneon entertainment usa}",Studio Pierrot,Manga,"{adventure,fantasy,magic,martial arts,comedy,romance,historical,drama,shoujo}",23,PG-13,7.75,33656,72986,1914
Higashi no Eden: Air Communication,Movie,1,Finished Airing,9/26/2009,null,null,null,{asmik ace entertainment},{funimation},Production I.G,Original,"{mystery,comedy,romance}",123,PG-13,7.75,9178,23786,22
Huyao Xiao Hongniang: Yue Hong,ONA,13,Finished Airing,6/24/2016,9/16/2016,null,null,{tencent animation},null,Haoliners Animation League,Manga,"{comedy,historical,supernatural,romance}",14,PG-13,7.75,2059,5911,29
InuYasha: Kagami no Naka no Mugenjo,Movie,1,Finished Airing,12/21/2002,null,null,null,"{kyoto animation,production reed}",{viz media},Sunrise,Manga,"{adventure,demons,drama,fantasy,historical,romance,shounen,supernatural}",99,PG-13,7.75,37379,63383,236
Jigoku Shoujo,TV,26,Finished Airing,10/5/2005,4/5/2006,Fall,null,"{aniplex,sky perfect well think}",{funimation},Studio Deen,Original,"{mystery,horror,psychological,supernatural}",25,R,7.75,84095,218167,2863
Jungle wa Itsumo Hare nochi Guu Final,OVA,7,Finished Airing,12/21/2003,6/25/2004,null,null,{bandai visual},null,Shin-Ei Animation,Manga,"{slice of life,comedy}",26,PG-13,7.75,4554,8143,13
Kara no Kyoukai 1: Fukan Fuukei,Movie,1,Finished Airing,12/1/2007,null,null,null,"{aniplex,kodansha,notes}",{aniplex of america},ufotable,Light novel,"{action,mystery,supernatural,thriller}",50,R,7.75,107546,228311,1378
"Lupin III: Episode 0 ""First Contact""",Special,1,Finished Airing,7/26/2002,null,null,null,{vap},{discotek media},TMS Entertainment,-,"{action,adventure,mystery,comedy,seinen}",92,R,7.75,2645,5666,9
Mahouka Koukou no Rettousei,TV,26,Finished Airing,4/6/2014,9/28/2014,Spring,0,"{aniplex,square enix,movic,ascii media works}",{aniplex of america},Madhouse,Light novel,"{action,sci-fi,supernatural,magic,romance,school}",23,PG-13,7.75,231657,428516,6929
